Date,Adj Close,Close,High,Low,Open,Volume
2023-03-16,349.4717712402344,354.25,359.0,336.2900085449219,336.82000732421875,371800
2023-03-17,329.6626281738281,334.1700134277344,352.1099853515625,332.3500061035156,352.1099853515625,779700
2023-03-20,343.1778564453125,347.8699951171875,351.05999755859375,336.2699890136719,337.8399963378906,373300
2023-03-21,348.978515625,353.75,359.3299865722656,352.1600036621094,355.30999755859375,198200
2023-03-22,341.2048034667969,345.8699951171875,354.1600036621094,345.7699890136719,353.17999267578125,329000
2023-03-23,337.17987060546875,341.7900085449219,347.32000732421875,338.8599853515625,345.989990234375,198100
2023-03-24,340.1788024902344,344.8299865722656,345.0299987792969,334.7099914550781,338.2799987792969,306600
2023-03-27,345.0127258300781,349.7300109863281,354.1400146484375,347.010009765625,349.7900085449219,252500
2023-03-28,349.1067810058594,353.8800048828125,355.4800109863281,348.9200134277344,348.9200134277344,212200
2023-03-29,354.17742919921875,359.0199890136719,360.3800048828125,355.54998779296875,357.8800048828125,196200
2023-03-30,351.3066711425781,356.1099853515625,360.3599853515625,352.9800109863281,359.9200134277344,233400
2023-03-31,353.19091796875,358.0199890136719,359.69000244140625,353.95001220703125,357.3900146484375,251300
2023-04-03,357.0679016113281,361.95001220703125,363.3699951171875,357.30999755859375,357.30999755859375,166900
2023-04-04,353.7236328125,358.55999755859375,364.1000061035156,352.6400146484375,364.1000061035156,148400
2023-04-05,358.103759765625,363.0,363.7799987792969,356.739990234375,356.739990234375,269400
2023-04-06,357.21588134765625,362.1000061035156,366.989990234375,361.82000732421875,363.94000244140625,252200
2023-04-10,359.8301696777344,364.75,366.5899963378906,363.6099853515625,363.79998779296875,183300
2023-04-11,358.3799743652344,363.2799987792969,365.32000732421875,362.5899963378906,365.1300048828125,160100
2023-04-12,360.6686706542969,365.6000061035156,366.32000732421875,362.1000061035156,363.7699890136719,196600
2023-04-13,357.8275146484375,362.7200012207031,365.19000244140625,360.739990234375,363.5,268500
2023-04-14,354.3648681640625,359.2099914550781,364.3699951171875,355.6499938964844,363.55999755859375,246800
2023-04-17,358.8929443359375,363.79998779296875,363.82000732421875,357.1499938964844,358.54998779296875,232200
2023-04-18,364.6640319824219,369.6499938964844,370.2200012207031,363.8699951171875,364.95001220703125,226600
2023-04-19,369.290771484375,374.3399963378906,374.4599914550781,369.239990234375,370.7099914550781,270700
2023-04-20,370.5338134765625,375.6000061035156,377.4700012207031,373.1499938964844,374.2799987792969,307000
2023-04-21,365.6209716796875,370.6199951171875,374.19000244140625,367.2900085449219,372.7300109863281,340300
2023-04-24,366.28192138671875,371.2900085449219,374.8699951171875,370.0199890136719,371.1199951171875,188000
2023-04-25,365.00933837890625,370.0,371.94000244140625,368.5400085449219,369.5400085449219,181100
2023-04-26,363.963623046875,368.94000244140625,371.8999938964844,367.20001220703125,367.6199951171875,240400
2023-04-27,368.82708740234375,373.8699951171875,373.9200134277344,366.1400146484375,369.0299987792969,247400
2023-04-28,372.90142822265625,378.0,379.67999267578125,370.17999267578125,371.42999267578125,249600
2023-05-01,375.2098388671875,380.3399963378906,382.04998779296875,376.260009765625,376.8800048828125,365800
2023-05-02,376.84747314453125,382.0,388.4800109863281,362.0,362.0,527800
2023-05-03,370.9678649902344,376.0400085449219,383.2099914550781,374.7699890136719,381.07000732421875,350300
2023-05-04,366.5384216308594,371.54998779296875,376.3299865722656,367.0299987792969,376.0299987792969,335200
2023-05-05,370.33648681640625,375.3999938964844,382.25,374.5299987792969,374.5299987792969,378800
2023-05-08,378.051025390625,383.2200012207031,383.8900146484375,377.55999755859375,377.55999755859375,288000
2023-05-09,377.70574951171875,382.8699951171875,384.3599853515625,380.17999267578125,383.6499938964844,399300
2023-05-10,380.7738037109375,385.9800109863281,387.3800048828125,379.30999755859375,384.95001220703125,269100
2023-05-11,381.878662109375,387.1000061035156,387.5,382.5,385.2699890136719,141200
2023-05-12,380.6751403808594,385.8800048828125,390.760009765625,383.04998779296875,390.30999755859375,187800
2023-05-15,378.0805969238281,383.25,387.92999267578125,379.07000732421875,387.92999267578125,141600
2023-05-16,373.2960205078125,378.3999938964844,383.5400085449219,377.3800048828125,382.2799987792969,118800
2023-05-17,364.0228271484375,369.0,373.92999267578125,366.1600036621094,367.0,2127700
2023-05-18,372.4081726074219,377.5,378.489990234375,367.32000732421875,369.989990234375,1568300
2023-05-19,371.3920593261719,376.4700012207031,381.92999267578125,375.94000244140625,379.9100036621094,723300
2023-05-22,356.6141357421875,361.489990234375,375.2699890136719,357.2699890136719,375.1099853515625,722900
2023-05-23,360.086669921875,365.010009765625,377.489990234375,360.80999755859375,367.0199890136719,862000
2023-05-24,356.554931640625,361.42999267578125,364.05999755859375,355.5199890136719,363.69000244140625,450200
2023-05-25,355.09490966796875,359.95001220703125,363.4800109863281,356.17999267578125,361.010009765625,340900
2023-05-26,345.3382873535156,350.05999755859375,360.0,349.7799987792969,360.0,344800
2023-05-30,348.3118591308594,351.4100036621094,353.5299987792969,346.25,348.3900146484375,375200
2023-05-31,337.0222473144531,340.0199890136719,353.70001220703125,336.010009765625,350.0,885000
2023-06-01,336.43743896484375,339.42999267578125,340.94000244140625,332.57000732421875,340.1099853515625,422500
2023-06-02,340.1048278808594,343.1300048828125,345.20001220703125,339.0400085449219,339.8800048828125,442000
2023-06-05,339.5101318359375,342.5299987792969,346.5799865722656,340.3299865722656,345.8599853515625,602800
2023-06-06,346.4286193847656,349.510009765625,349.6700134277344,342.0899963378906,344.19000244140625,365400
2023-06-07,345.87353515625,348.95001220703125,350.07000732421875,346.3399963378906,348.7799987792969,315900
2023-06-08,338.63787841796875,341.6499938964844,349.510009765625,341.6099853515625,348.1000061035156,258100
2023-06-09,341.55194091796875,344.5899963378906,346.20001220703125,340.239990234375,340.6199951171875,332100
2023-06-12,335.6940612792969,338.67999267578125,346.82000732421875,338.3900146484375,344.3699951171875,392800
2023-06-13,343.375732421875,346.42999267578125,347.3399963378906,338.42999267578125,338.42999267578125,320700
2023-06-14,338.1026611328125,341.1099853515625,347.8299865722656,340.7699890136719,345.3900146484375,247600
2023-06-15,341.2149658203125,344.25,345.5,340.32000732421875,341.5899963378906,242500
2023-06-16,349.2435607910156,352.3500061035156,352.8399963378906,345.1099853515625,346.32000732421875,587700
2023-06-20,349.6300964355469,352.739990234375,355.0,347.04998779296875,354.4200134277344,342800
2023-06-21,348.7479553222656,351.8500061035156,355.6600036621094,351.67999267578125,355.0199890136719,281400
2023-06-22,350.31402587890625,353.42999267578125,354.6000061035156,350.2799987792969,353.6199951171875,245400
2023-06-23,342.6125183105469,345.6600036621094,353.29998779296875,343.67999267578125,351.8900146484375,518100
2023-06-26,336.9726867675781,339.9700012207031,347.70001220703125,338.4700012207031,346.8999938964844,532500
2023-06-27,334.92095947265625,337.8999938964844,342.5,335.42999267578125,340.3900146484375,315700
2023-06-28,329.9352722167969,332.8699951171875,337.19000244140625,331.0799865722656,337.19000244140625,469300
2023-06-29,336.6654357910156,339.6600036621094,341.0,332.9200134277344,334.29998779296875,475600
2023-06-30,338.8460388183594,341.8599853515625,344.0799865722656,339.05999755859375,341.04998779296875,549200
2023-07-03,338.8559265136719,341.8699951171875,343.20001220703125,335.1499938964844,340.69000244140625,150200
2023-07-05,336.63568115234375,339.6300048828125,340.94000244140625,333.6499938964844,340.94000244140625,284900
2023-07-06,338.2711486816406,341.2799987792969,342.7300109863281,338.94000244140625,338.94000244140625,349700
2023-07-07,348.1829833984375,351.2799987792969,355.260009765625,344.17999267578125,346.8299865722656,406900
2023-07-10,344.0002136230469,347.05999755859375,351.8999938964844,344.5799865722656,349.7900085449219,151500
2023-07-11,348.7182312011719,351.82000732421875,352.3599853515625,346.1400146484375,348.79998779296875,177500
2023-07-12,349.531005859375,352.6400146484375,354.739990234375,348.739990234375,353.5299987792969,239800
2023-07-13,350.6213073730469,353.739990234375,354.3500061035156,351.2900085449219,351.9800109863281,240100
2023-07-14,349.5508117675781,352.6600036621094,353.6499938964844,348.75,353.4800109863281,211800
2023-07-17,355.854736328125,359.0199890136719,361.9100036621094,352.9100036621094,352.9100036621094,227000
2023-07-18,354.8833923339844,358.0400085449219,361.5400085449219,356.3900146484375,357.6000061035156,171000
2023-07-19,354.0805358886719,357.2300109863281,361.8999938964844,356.1400146484375,356.1400146484375,204200
2023-07-20,361.84149169921875,365.05999755859375,366.489990234375,359.7200012207031,359.7200012207031,270300
2023-07-21,363.7247314453125,366.9599914550781,374.2200012207031,362.9100036621094,367.6300048828125,290000
2023-07-24,366.8469543457031,370.1099853515625,373.3299865722656,365.5400085449219,366.3699951171875,276500
2023-07-25,363.33819580078125,366.57000732421875,370.7900085449219,366.20001220703125,369.9700012207031,243800
2023-07-26,361.53424072265625,364.75,374.25,363.0400085449219,367.5400085449219,355400
2023-07-27,354.6851501464844,357.8399963378906,385.0,352.69000244140625,380.8999938964844,580900
2023-07-28,355.98358154296875,359.1499938964844,364.6600036621094,354.32000732421875,361.260009765625,371600
2023-07-31,357.33160400390625,360.510009765625,363.7699890136719,358.4100036621094,359.3900146484375,323500
2023-08-01,356.0628967285156,359.2300109863281,363.739990234375,357.5799865722656,361.2200012207031,257900
2023-08-02,356.38006591796875,359.54998779296875,361.5299987792969,357.989990234375,360.739990234375,218000
