Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,270.1700134277344,275.3599853515625,267.82000732421875,275.2099914550781,272.28387451171875,1092500
2023-03-17,274.82000732421875,277.489990234375,273.94000244140625,274.44000244140625,271.5220947265625,2433400
2023-03-20,274.2699890136719,277.6199951171875,273.92999267578125,276.8299865722656,273.8866882324219,1135400
2023-03-21,277.2900085449219,278.7200012207031,275.3999938964844,278.1199951171875,275.1629943847656,1220400
2023-03-22,278.0199890136719,280.5199890136719,272.1499938964844,272.3399963378906,269.4444274902344,1453700
2023-03-23,273.1300048828125,277.6600036621094,271.82000732421875,274.2799987792969,271.3638000488281,826300
2023-03-24,274.1499938964844,277.1499938964844,272.7300109863281,276.69000244140625,273.7481689453125,854000
2023-03-27,279.19000244140625,280.30999755859375,276.69000244140625,278.1099853515625,275.1530456542969,861400
2023-03-28,277.2300109863281,280.1300048828125,276.25,277.4100036621094,274.4604797363281,824500
2023-03-29,278.19000244140625,279.79998779296875,277.2699890136719,279.0299987792969,276.0632629394531,1122500
2023-03-30,280.44000244140625,280.8999938964844,278.7300109863281,280.7099914550781,278.4739074707031,887000
2023-03-31,282.6199951171875,285.67999267578125,280.92999267578125,285.4700012207031,283.196044921875,1881400
2023-04-03,284.3500061035156,288.1499938964844,280.1400146484375,287.55999755859375,285.2693786621094,1247800
2023-04-04,288.2900085449219,290.1199951171875,285.3999938964844,287.1000061035156,284.81304931640625,1132700
2023-04-05,287.25,289.8999938964844,286.7900085449219,288.0299987792969,285.7356262207031,1317800
2023-04-06,288.07000732421875,288.7699890136719,286.239990234375,287.67999267578125,285.3883972167969,1113400
2023-04-10,286.05999755859375,288.32000732421875,284.5400085449219,288.239990234375,285.9439392089844,1125500
2023-04-11,289.9599914550781,292.20001220703125,289.4700012207031,290.5299987792969,288.2157287597656,792900
2023-04-12,292.5199890136719,294.07000732421875,289.5199890136719,290.1000061035156,287.7891540527344,1126700
2023-04-13,290.5899963378906,291.70001220703125,288.80999755859375,291.6099853515625,289.287109375,920100
2023-04-14,291.260009765625,292.0899963378906,290.2900085449219,291.760009765625,289.4359130859375,1235200
2023-04-17,292.0199890136719,293.1300048828125,290.0899963378906,292.7799987792969,290.4477844238281,841700
2023-04-18,294.510009765625,294.5400085449219,290.0299987792969,290.9200134277344,288.6026306152344,1076200
2023-04-19,292.32000732421875,302.2300109863281,291.6099853515625,299.30999755859375,296.92578125,2020000
2023-04-20,298.6499938964844,302.17999267578125,297.1099853515625,302.1000061035156,299.69354248046875,1336200
2023-04-21,304.6600036621094,306.55999755859375,301.8999938964844,303.5400085449219,301.1221008300781,1465800
2023-04-24,304.9800109863281,305.44000244140625,301.1300048828125,302.0400085449219,299.634033203125,1393600
2023-04-25,301.3500061035156,303.3699951171875,298.5299987792969,299.489990234375,297.1043395996094,1059000
2023-04-26,299.489990234375,300.0799865722656,297.29998779296875,298.79998779296875,296.4198303222656,848100
2023-04-27,298.8599853515625,299.9800109863281,294.3399963378906,298.2200012207031,295.8444519042969,1230500
2023-04-28,297.1499938964844,299.8800048828125,296.69000244140625,299.6499938964844,297.2630615234375,1337700
2023-05-01,299.6000061035156,301.4599914550781,298.6600036621094,299.8900146484375,297.5011901855469,2422700
2023-05-02,286.67999267578125,299.32000732421875,284.32000732421875,293.8900146484375,291.5489501953125,2937000
2023-05-03,295.8900146484375,296.3699951171875,286.54998779296875,287.1400146484375,284.85272216796875,1851000
2023-05-04,284.5400085449219,286.6099853515625,281.9200134277344,284.6300048828125,282.36273193359375,1258100
2023-05-05,285.6400146484375,286.9800109863281,282.6300048828125,284.7099914550781,282.4420471191406,1501100
2023-05-08,283.20001220703125,288.5299987792969,282.6099853515625,288.2699890136719,285.97369384765625,758200
2023-05-09,288.0799865722656,288.6400146484375,283.55999755859375,283.6499938964844,281.3905029296875,782400
2023-05-10,285.3999938964844,286.4599914550781,282.44000244140625,285.6000061035156,283.3249816894531,902200
2023-05-11,284.7300109863281,288.760009765625,284.32000732421875,285.1199951171875,282.84881591796875,1152500
2023-05-12,285.6000061035156,286.4700012207031,282.739990234375,285.4700012207031,283.196044921875,738500
2023-05-15,285.6199951171875,290.489990234375,285.6199951171875,288.9200134277344,286.6185302734375,1128400
2023-05-16,288.0899963378906,288.79998779296875,285.19000244140625,285.94000244140625,283.66229248046875,974500
