Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,168.55999755859375,172.7100067138672,167.1699981689453,171.69000244140625,170.17800903320312,701400
2023-03-17,171.63999938964844,172.1699981689453,166.11000061035156,167.5,166.02491760253906,1179100
2023-03-20,167.74000549316406,168.5,164.88999938964844,165.66000366210938,164.20111083984375,719500
2023-03-21,167.83999633789062,170.8000030517578,167.83999633789062,170.3800048828125,168.8795623779297,631000
2023-03-22,169.74000549316406,172.07000732421875,166.86000061035156,167.0,165.52931213378906,560100
2023-03-23,167.74000549316406,170.38999938964844,165.58999633789062,165.9600067138672,164.49850463867188,714500
2023-03-24,164.80999755859375,166.52999877929688,163.66000366210938,166.10000610351562,164.63726806640625,535600
2023-03-27,168.0,169.94000244140625,166.80999755859375,169.27000427246094,167.77932739257812,541000
2023-03-28,168.91000366210938,171.6199951171875,168.91000366210938,171.3000030517578,169.7914581298828,554700
2023-03-29,173.1300048828125,173.24000549316406,170.19000244140625,171.05999755859375,169.55357360839844,591100
2023-03-30,172.75,172.75,169.4199981689453,169.75,168.25509643554688,388800
2023-03-31,171.16000366210938,175.88999938964844,170.91000366210938,175.4600067138672,173.91482543945312,874000
2023-04-03,174.55999755859375,175.42999267578125,171.99000549316406,173.4199981689453,171.89279174804688,492700
2023-04-04,173.64999389648438,173.7100067138672,170.5500030517578,171.13999938964844,169.6328582763672,580700
2023-04-05,170.5500030517578,171.82000732421875,168.24000549316406,170.25999450683594,168.76060485839844,621900
2023-04-06,170.02000427246094,170.92999267578125,169.00999450683594,170.02999877929688,168.5326385498047,562700
2023-04-10,168.60000610351562,174.24000549316406,167.80999755859375,174.13999938964844,172.6064453125,513500
2023-04-11,174.88999938964844,176.8000030517578,174.69000244140625,175.52000427246094,173.97430419921875,551100
2023-04-12,176.33999633789062,176.64999389648438,174.72999572753906,175.47000122070312,173.92474365234375,414400
2023-04-13,175.72999572753906,176.36000061035156,172.8000030517578,174.6199951171875,173.0822296142578,649300
2023-04-14,173.9600067138672,177.92999267578125,173.9600067138672,176.77000427246094,175.21328735351562,614900
2023-04-17,177.27000427246094,177.4499969482422,174.14999389648438,176.64999389648438,175.09432983398438,1328000
2023-04-18,176.47000122070312,180.0399932861328,174.00999450683594,174.9199981689453,173.3795623779297,2120900
2023-04-19,174.38999938964844,178.80999755859375,173.5500030517578,178.41000366210938,176.83885192871094,1051800
2023-04-20,177.0500030517578,183.35000610351562,177.0500030517578,180.5500030517578,178.9600067138672,1271000
2023-04-21,180.97000122070312,181.8300018310547,173.77999877929688,176.4199981689453,174.86636352539062,1380600
2023-04-24,176.88999938964844,178.16000366210938,175.97999572753906,176.4199981689453,174.86636352539062,625000
2023-04-25,174.3000030517578,174.60000610351562,170.4600067138672,172.5500030517578,171.03045654296875,783000
2023-04-26,170.32000732421875,170.75,164.38999938964844,165.6199951171875,164.16146850585938,1028900
2023-04-27,166.7899932861328,170.7899932861328,165.77000427246094,170.07000732421875,168.57229614257812,654600
2023-04-28,169.94000244140625,175.92999267578125,169.5399932861328,175.2899932861328,173.74632263183594,966900
2023-05-01,175.25999450683594,176.7899932861328,175.0,176.47000122070312,174.91592407226562,532700
2023-05-02,175.97999572753906,175.97999572753906,172.10000610351562,175.3000030517578,173.75624084472656,552200
2023-05-03,175.69000244140625,178.77000427246094,174.38999938964844,174.94000244140625,173.39939880371094,506300
2023-05-04,174.63999938964844,176.22999572753906,173.4499969482422,174.97000122070312,173.42913818359375,568600
2023-05-05,175.3300018310547,179.6999969482422,174.85000610351562,179.1199951171875,177.54257202148438,532500
2023-05-08,180.41000366210938,180.6300048828125,177.57000732421875,178.2899932861328,176.71990966796875,453800
