Date,Open,High,Low,Close,Adj Close,Volume
2023-03-16,116.86000061035156,120.80999755859375,116.61000061035156,120.6500015258789,119.0247802734375,5658700
2023-03-17,121.16999816894531,121.7300033569336,118.66999816894531,120.38999938964844,118.76827239990234,12868900
2023-03-20,120.98999786376953,122.68000030517578,119.80999755859375,121.19999694824219,119.5673599243164,7594100
2023-03-21,123.5,126.05999755859375,122.97000122070312,125.61000061035156,123.91795349121094,15078800
2023-03-22,123.66000366210938,125.26000213623047,119.33000183105469,119.5,117.8902587890625,17625500
2023-03-23,120.47000122070312,123.2699966430664,119.47000122070312,120.97000122070312,119.3404541015625,7628100
2023-03-24,120.2300033569336,121.0,119.31999969482422,120.70999908447266,119.0839614868164,6158800
2023-03-27,121.0199966430664,121.06999969482422,117.61000061035156,117.80999755859375,116.2230224609375,6564200
2023-03-28,117.94999694824219,118.44000244140625,116.8499984741211,117.87000274658203,116.28221130371094,4461400
2023-03-29,118.63999938964844,120.56999969482422,118.48999786376953,120.48999786376953,118.86692810058594,5644000
2023-03-30,121.02999877929688,121.44000244140625,119.33999633789062,120.0999984741211,118.482177734375,4578900
2023-03-31,120.91999816894531,122.70999908447266,120.5999984741211,122.63999938964844,120.98796081542969,5659400
2023-04-03,122.5,122.8499984741211,120.81999969482422,121.66999816894531,120.03102111816406,4838400
2023-04-04,121.37999725341797,123.94999694824219,121.36000061035156,123.69000244140625,122.02381896972656,5895300
2023-04-05,123.0,123.33000183105469,120.55999755859375,120.9000015258789,119.27140045166016,4331400
2023-04-06,119.51000213623047,120.48999786376953,117.8499984741211,120.22000122070312,118.6005630493164,4256900
2023-04-10,119.30000305175781,121.91000366210938,119.12999725341797,121.91000366210938,120.2677993774414,3731200
2023-04-11,122.04000091552734,124.08000183105469,122.04000091552734,123.30000305175781,121.63906860351562,4471000
2023-04-12,124.76000213623047,124.86000061035156,123.22000122070312,123.66000366210938,121.99421691894531,4524900
2023-04-13,124.63999938964844,126.66999816894531,124.45999908447266,126.43000030517578,124.7269058227539,5355300
2023-04-14,127.0,127.48999786376953,125.48999786376953,125.94999694824219,124.25337219238281,4828700
2023-04-17,126.02999877929688,126.4800033569336,125.12999725341797,126.19000244140625,124.49014282226562,3917900
2023-04-18,127.2300033569336,127.27999877929688,125.0199966430664,126.20999908447266,124.5098648071289,3857700
2023-04-19,126.0,126.08000183105469,124.91999816894531,125.66999816894531,123.97714233398438,3547400
2023-04-20,124.80000305175781,125.3499984741211,123.70999908447266,124.44999694824219,122.7735824584961,3891600
2023-04-21,124.4000015258789,125.68000030517578,123.62000274658203,125.52999877929688,123.83902740478516,3651400
2023-04-24,125.51000213623047,127.12999725341797,125.1500015258789,127.08999633789062,125.37802124023438,3790900
2023-04-25,126.52999877929688,126.7699966430664,124.05000305175781,124.66000366210938,122.98075103759766,4383300
2023-04-26,124.20999908447266,124.9800033569336,123.29000091552734,123.83999633789062,122.17179107666016,4003200
2023-04-27,124.44000244140625,126.01000213623047,123.13999938964844,125.69999694824219,124.0067367553711,4252100
2023-04-28,125.1500015258789,127.06999969482422,124.95999908447266,126.72000122070312,125.01300048828125,4420700
2023-05-01,126.91999816894531,128.67999267578125,126.86000061035156,127.91999816894531,126.19683837890625,4112600
2023-05-02,127.1500015258789,127.58000183105469,125.16999816894531,127.26000213623047,125.54573059082031,3831600
2023-05-03,125.48999786376953,128.3800048828125,123.66999816894531,126.73999786376953,125.03273010253906,4560100
2023-05-04,124.94000244140625,125.19000244140625,122.81999969482422,123.66999816894531,122.00408935546875,6177100
2023-05-05,125.93000030517578,127.02999877929688,125.22000122070312,126.58999633789062,124.8847427368164,4887500
2023-05-08,127.26000213623047,127.69000244140625,125.9800033569336,126.87999725341797,125.17085266113281,3892600
2023-05-09,125.2699966430664,125.66000366210938,124.16999816894531,125.0999984741211,123.41482543945312,4082100
2023-05-10,126.29000091552734,126.45999908447266,122.16999816894531,123.51000213623047,121.84624481201172,5052600
2023-05-11,123.44999694824219,123.86000061035156,121.9000015258789,122.22000122070312,120.57362365722656,5923100
2023-05-12,120.98999786376953,121.19999694824219,119.02999877929688,120.20999908447266,118.59069061279297,6571800
2023-05-15,119.81999969482422,119.98999786376953,118.01000213623047,119.83000183105469,118.21581268310547,5518200
2023-05-16,117.5,117.83999633789062,116.12000274658203,116.4800033569336,114.91094970703125,8306400
2023-05-17,116.37999725341797,117.12999725341797,115.25,116.9800033569336,115.40420532226562,7765400
2023-05-18,117.43000030517578,119.1500015258789,116.8499984741211,118.87000274658203,117.26875305175781,5970500
2023-05-19,114.55999755859375,115.48999786376953,113.0999984741211,114.76000213623047,113.214111328125,11672400
2023-05-22,112.8499984741211,112.8499984741211,110.0199966430664,110.18000030517578,108.69580841064453,12710300
2023-05-23,109.7699966430664,111.05999755859375,108.19000244140625,108.77999877929688,107.31466674804688,11790400
2023-05-24,109.0,109.0999984741211,107.19999694824219,108.29000091552734,106.83126831054688,8503200
2023-05-25,108.3499984741211,108.97000122070312,107.41999816894531,107.4800033569336,106.03218078613281,6729800
2023-05-26,107.0,108.44999694824219,107.0,107.51000213623047,106.06177520751953,7911200
2023-05-30,108.4000015258789,108.87999725341797,106.2699966430664,106.5199966430664,105.0851058959961,9335200
2023-05-31,105.69999694824219,106.16999816894531,104.83000183105469,105.26000213623047,103.84207916259766,21465200
2023-06-01,104.18000030517578,104.5999984741211,102.9000015258789,103.62999725341797,102.2340316772461,12025200
2023-06-02,107.62999725341797,108.41999816894531,106.12999725341797,107.77999877929688,106.67813873291016,11835000
2023-06-05,107.87999725341797,107.87999725341797,105.18000030517578,105.19999694824219,104.12450408935547,7434000
2023-06-06,105.48999786376953,106.75,105.19999694824219,106.19000244140625,105.10438537597656,7896300
2023-06-07,106.04000091552734,108.23999786376953,105.41999816894531,107.08999633789062,105.99518585205078,11123900
2023-06-08,107.16000366210938,107.5199966430664,105.66999816894531,106.19999694824219,105.11428833007812,9137600
2023-06-09,105.91000366210938,106.27999877929688,105.3499984741211,105.86000061035156,104.77776336669922,5795200
2023-06-12,106.29000091552734,106.8499984741211,104.5999984741211,106.83000183105469,105.73784637451172,7964600
2023-06-13,107.13999938964844,107.4800033569336,106.29000091552734,106.77999877929688,105.6883544921875,8460500
2023-06-14,107.4800033569336,113.4000015258789,107.4800033569336,112.86000061035156,111.7061996459961,17415500
2023-06-15,111.83000183105469,112.81999969482422,110.16000366210938,112.41000366210938,111.26080322265625,10374200
2023-06-16,114.0,114.76000213623047,113.05999755859375,113.58999633789062,112.42872619628906,14443700
2023-06-20,111.41000366210938,112.81999969482422,108.95999908447266,109.54000091552734,108.4201431274414,10602400
2023-06-21,109.12999725341797,110.36000061035156,108.70999908447266,109.9800033569336,108.85564422607422,8377800
2023-06-22,110.81999969482422,111.25,109.77999877929688,110.45999908447266,109.33073425292969,6002900
2023-06-23,107.75,110.29000091552734,107.30000305175781,109.5199966430664,108.40033721923828,14324200
2023-06-26,109.66999816894531,112.20999908447266,109.66999816894531,111.73999786376953,110.59764099121094,6887100
2023-06-27,112.52999877929688,114.18000030517578,112.43000030517578,113.61000061035156,112.44853973388672,7138600
2023-06-28,113.33999633789062,113.75,112.12000274658203,113.02999877929688,111.87445831298828,6766000
2023-06-29,113.5999984741211,114.2699966430664,112.61000061035156,113.37000274658203,112.21098327636719,12465500
2023-06-30,111.58999633789062,112.25,109.80000305175781,110.37000274658203,109.24166107177734,19614400
2023-07-03,111.05999755859375,111.30000305175781,109.11000061035156,109.11000061035156,107.99453735351562,5734200
2023-07-05,108.62000274658203,108.91000366210938,106.54000091552734,107.0999984741211,106.00508117675781,10405300
2023-07-06,105.29000091552734,106.08999633789062,103.66999816894531,105.0999984741211,104.02552795410156,9923500
2023-07-07,104.80000305175781,105.47000122070312,104.02999877929688,104.45999908447266,103.39207458496094,7460200
2023-07-10,104.4800033569336,106.30999755859375,104.25,105.77999877929688,104.69857788085938,5374600
2023-07-11,105.6500015258789,107.62000274658203,105.62000274658203,107.38999938964844,106.2921142578125,5457200
2023-07-12,108.52999877929688,109.08999633789062,107.22000122070312,107.76000213623047,106.65833282470703,8305000
2023-07-13,109.06999969482422,109.12999725341797,107.68000030517578,107.83999633789062,106.73751068115234,6692300
2023-07-14,107.94000244140625,108.63999938964844,107.19000244140625,107.94999694824219,106.84639739990234,6932300
2023-07-17,107.26000213623047,109.0999984741211,106.76000213623047,108.70999908447266,107.59862518310547,6682900
2023-07-18,108.58000183105469,110.33999633789062,108.30999755859375,109.72000122070312,108.59829711914062,5717900
2023-07-19,109.08000183105469,110.25,108.58000183105469,109.87999725341797,108.75666046142578,5027100
2023-07-20,109.56999969482422,110.0199966430664,107.4800033569336,107.52999877929688,106.4306869506836,6458000
2023-07-21,108.0,109.29000091552734,107.51000213623047,109.05999755859375,107.94505310058594,6630200
2023-07-24,110.41000366210938,110.55000305175781,108.51000213623047,108.7699966430664,107.65801239013672,6787600
2023-07-25,108.27999877929688,108.8499984741211,107.38999938964844,108.30000305175781,107.19281768798828,7692800
2023-07-26,108.30000305175781,109.58999633789062,107.94999694824219,109.30000305175781,108.1825942993164,5148900
2023-07-27,109.83000183105469,110.2300033569336,107.4000015258789,107.66999816894531,106.56925201416016,6544600
2023-07-28,108.11000061035156,108.95999908447266,107.62999725341797,108.62000274658203,107.5095443725586,5988300
2023-07-31,109.41000366210938,110.8499984741211,109.05000305175781,110.38999938964844,109.2614517211914,6406000
2023-08-01,110.0,110.52999877929688,109.13999938964844,109.4000015258789,108.28157806396484,4566700
2023-08-02,108.27999877929688,108.5199966430664,107.44999694824219,107.51000213623047,106.410888671875,6213200
2023-08-03,107.0,109.08999633789062,106.6500015258789,108.63999938964844,107.52933502197266,5084300
2023-08-04,108.70999908447266,110.30999755859375,108.23999786376953,108.80999755859375,107.69760131835938,5617600
2023-08-07,109.87000274658203,110.94000244140625,109.18000030517578,110.4800033569336,109.35053253173828,4887300
2023-08-08,109.62999725341797,109.88999938964844,107.3499984741211,109.69000244140625,108.56861114501953,5851900
2023-08-09,109.79000091552734,110.0199966430664,108.30000305175781,109.69000244140625,108.56861114501953,4328600
2023-08-10,110.30999755859375,111.94999694824219,108.5199966430664,109.02999877929688,107.91535949707031,7276500
2023-08-11,108.9000015258789,109.52999877929688,107.86000061035156,108.08999633789062,106.9849624633789,5104300
2023-08-14,107.91999816894531,108.30000305175781,107.06999969482422,107.63999938964844,106.53955841064453,5305200
2023-08-15,106.06999969482422,106.81999969482422,105.5999984741211,106.55000305175781,105.4607162475586,6197600
2023-08-16,106.06999969482422,108.37999725341797,106.06999969482422,106.52999877929688,105.44090270996094,5953100
2023-08-17,107.43000030517578,107.83000183105469,104.77999877929688,105.05000305175781,103.97604370117188,5692800
2023-08-18,103.83000183105469,105.05000305175781,103.76000213623047,104.80999755859375,103.73849487304688,5835200
2023-08-21,105.47000122070312,105.4800033569336,102.62999725341797,102.86000061035156,101.80842590332031,6697600
2023-08-22,100.95999908447266,102.37000274658203,100.7300033569336,101.45999908447266,100.42274475097656,9820100
2023-08-23,96.9800033569336,99.19000244140625,96.55000305175781,98.75,97.74044799804688,20909100
2023-08-24,98.69999694824219,99.19000244140625,97.55999755859375,97.62999725341797,96.63189697265625,10310000
2023-08-25,98.5,99.08999633789062,97.80999755859375,98.83999633789062,97.82952880859375,7290600
2023-08-28,99.58999633789062,100.05999755859375,98.87000274658203,99.62999725341797,98.6114501953125,6006600
2023-08-29,100.02999877929688,102.16000366210938,99.72000122070312,101.7699966430664,100.72957611083984,8641600
2023-08-30,101.63999938964844,102.80999755859375,101.51000213623047,102.0999984741211,101.05619812011719,4822100
2023-08-31,102.62000274658203,102.88999938964844,101.61000061035156,101.70999908447266,100.6701889038086,7046200
2023-09-01,101.97000122070312,102.95999908447266,101.5199966430664,102.36000061035156,101.65335845947266,6359400
2023-09-05,101.5,101.95999908447266,100.2300033569336,100.31999969482422,99.62744140625,6698700
